# MANUALLY MANAGED - this file was INITIALLY GENERATED by homm3.carve
# (provenance below) and is hand-owned after admission: boundary
# corrections are edited directly into these rows; do not regenerate
# over hand edits.
# generator: homm3.carve.relocs emit-relocs
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274 size=2732032
# date: 2026-08-04
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE
# per-site evidence for retail-relocs.tsv; dispositions explained there
site_rva	value	channel	detail	target_class	ctx	disposition
0x4ece0	0x44eac4	switch	table@0x4ece0	code	-	kept
0x4ece4	0x44eb0d	switch	table@0x4ece0	code	-	kept
0x4ece8	0x44eb56	switch	table@0x4ece0	code	-	kept
0x4ecec	0x44eb9f	switch	table@0x4ece0	code	-	kept
0x4ecf0	0x44ebe8	switch	table@0x4ece0	code	-	kept
0x4ecf4	0x44ec2e	switch	table@0x4ece0	code	-	kept
0x4ed02	0x6abaa0	code	mov	data	mem	kept
0x4ed10	0x6abaa0	code	mov	data	mem	kept
0x4ed15	0x404df0	code	push	code	imm	kept
0x4ed56	0x628568	code	push	code	imm	kept
0x4ed9f	0x63b9f4	code	mov	data	imm	kept
0x4ee06	0x628588	code	push	code	imm	kept
0x4ee4a	0x63b9f4	code	mov	data	imm	kept
0x4eec8	0x63b9f4	code	mov	data	imm	kept
0x4f09f	0x694d68	code	mov	data	mem	kept
0x4f0ad	0x694d64	code	mov	data	mem	kept
0x4f0b9	0x694d60	code	mov	data	mem	kept
0x4f0fe	0x694d64	code	mov	data	mem	kept
0x4f118	0x694d68	code	and	data	mem	kept
0x4f12b	0x694d60	code	and	data	mem	kept
0x4f25a	0x63ba10	code	fdiv	data	mem	kept
0x4f2f4	0x63b9e4	code	fdiv	data	mem	kept
0x4f2fa	0x63b9e8	code	fadd	data	mem	kept
0x4f30c	0x63b9e4	code	fdiv	data	mem	kept
0x4f312	0x63b9ec	code	fadd	data	mem	kept
0x4f320	0x63b9e4	code	fdiv	data	mem	kept
0x4f326	0x63b9f0	code	fadd	data	mem	kept
0x4f332	0x63ac64	code	fcomp	data	mem	kept
0x4f342	0x63b6e0	code	fadd	data	mem	kept
0x4f357	0x63ac64	code	fcomp	data	mem	kept
0x4f387	0x63ac70	code	fcomp	data	mem	kept
0x4f39a	0x63ac38	code	fcomp	data	mem	kept
0x4f3a7	0x63b6e0	code	fld	data	mem	kept
0x4f3c1	0x63ac50	code	fcomp	data	mem	kept
0x4f3d1	0x63ac50	code	fsub	data	mem	kept
0x4f3dd	0x63ac38	code	fcomp	data	mem	kept
0x4f3ed	0x63b6e0	code	fcomp	data	mem	kept
0x4f402	0x63b6e0	code	fld	data	mem	kept
0x4f40e	0x63b6e0	code	fsubr	data	mem	kept
0x4f41a	0x63ac64	code	fcomp	data	mem	kept
0x4f42a	0x63b6e0	code	fcomp	data	mem	kept
0x4f442	0x63ba08	code	fcomp	data	mem	kept
0x4f452	0x63ba00	code	fcomp	data	mem	kept
0x4f45f	0x63b6e0	code	fld	data	mem	kept
0x4f46e	0x63b9dc	code	fmul	data	mem	kept
0x4f476	0x63b6e0	code	fld	data	mem	kept
0x4f482	0x63b6e0	code	fsubr	data	mem	kept
0x4f48e	0x63ac64	code	fcomp	data	mem	kept
0x4f4a2	0x63b9e4	code	fmul	data	mem	kept
0x4f4c6	0x63ba10	code	fmul	data	mem	kept
0x4f4d2	0x63b6e0	code	fld	data	mem	kept
0x4f4e7	0x63b6e0	code	fsubr	data	mem	kept
0x4f4f3	0x63b6e0	code	fld	data	mem	kept
0x4f4ff	0x63b6e0	code	fsubr	data	mem	kept
0x4f51d	0x44f770	code	jmp	code	mem	kept
0x4f6d6	0x63ba10	code	fmul	data	mem	kept
0x4f770	0x44f521	switch	table@0x4f770	code	-	kept
0x4f774	0x44f56a	switch	table@0x4f770	code	-	kept
0x4f778	0x44f5b3	switch	table@0x4f770	code	-	kept
0x4f77c	0x44f5fc	switch	table@0x4f770	code	-	kept
0x4f780	0x44f645	switch	table@0x4f770	code	-	kept
0x4f784	0x44f68b	switch	table@0x4f770	code	-	kept
0x4f792	0x6abaa0	code	mov	data	mem	kept
0x4f7a0	0x6abaa0	code	mov	data	mem	kept
0x4f7a5	0x404df0	code	push	code	imm	kept
0x4f7b2	0x6abaa0	code	mov	data	mem	kept
0x4f7c0	0x6abaa0	code	mov	data	mem	kept
0x4f7c5	0x404df0	code	push	code	imm	kept
0x4f806	0x6285c1	code	push	code	imm	kept
0x4f86e	0x63ba14	code	mov	data	imm	kept
0x4f8d6	0x6285f1	code	push	code	imm	kept
0x4f939	0x63ba14	code	mov	data	imm	kept
0x4f9d6	0x628613	code	push	code	imm	kept
0x4f9f1	0x63ba14	code	mov	data	imm	kept
0x4fec2	0x6abaa0	code	mov	data	mem	kept
0x4fed0	0x6abaa0	code	mov	data	mem	kept
0x4fed5	0x404df0	code	push	code	imm	kept
0x4ff37	0x63ba24	code	mov	data	imm	kept
0x4ff52	0x63ba24	code	mov	data	imm	kept
0x4ffb9	0x4500f4	code	mov	code	mem	kept
0x4ffc0	0x4500e0	code	jmp	code	mem	kept
0x500e0	0x44ffc4	switch	table@0x500e0	code	-	kept
0x500e4	0x450079	switch	table@0x500e0	code	-	kept
0x500e8	0x44ffcc	switch	table@0x500e0	code	-	kept
0x500ec	0x45007d	switch	table@0x500e0	code	-	kept
0x500f0	0x4500cf	switch	table@0x500e0	code	-	kept
0x50136	0x628628	code	push	code	imm	kept
0x50177	0x63ba5c	code	mov	data	imm	kept
0x501d2	0x63ba24	code	mov	data	imm	kept
0x5020f	0x699280	code	mov	data	mem	kept
0x5022c	0x699280	code	mov	data	mem	kept
0x502d6	0x628648	code	push	code	imm	kept
0x50317	0x63ba94	code	mov	data	imm	kept
0x50396	0x628668	code	push	code	imm	kept
0x503b1	0x63ba94	code	mov	data	imm	kept
0x503d3	0x63ba24	code	mov	data	imm	kept
0x5046c	0x699280	code	mov	data	mem	kept
0x50696	0x628688	code	push	code	imm	kept
0x506d7	0x63bacc	code	mov	data	imm	kept
0x50756	0x6286a8	code	push	code	imm	kept
0x50771	0x63bacc	code	mov	data	imm	kept
0x50793	0x63ba24	code	mov	data	imm	kept
0x507bb	0x699280	code	mov	data	mem	kept
0x5081b	0x699280	code	mov	data	mem	kept
0x50932	0x6abaa0	code	mov	data	mem	kept
0x50940	0x6abaa0	code	mov	data	mem	kept
0x50945	0x404df0	code	push	code	imm	kept
0x509a0	0x694d74	code	mov	data	mem	kept
0x50a07	0x694d90	code	mov	data	mem	kept
0x50a68	0x694d8c	code	mov	data	mem	kept
0x50ad6	0x694d78	code	mov	data	mem	kept
0x50b36	0x694d80	code	mov	data	mem	kept
0x50b96	0x694d7c	code	mov	data	mem	kept
0x50bf6	0x694d84	code	mov	data	mem	kept
0x50c56	0x694d6c	code	mov	data	mem	kept
0x50cb6	0x694d88	code	mov	data	mem	kept
0x50d16	0x694d70	code	mov	data	mem	kept
0x50d56	0x6286c8	code	push	code	imm	kept
0x50d72	0x63bb04	code	mov	data	imm	kept
0x50dd6	0x628729	code	push	code	imm	kept
0x50e19	0x63bb04	code	mov	data	imm	kept
0x50e2d	0x63bb0c	code	mov	data	imm	kept
0x50e51	0x660ca0	code	push	literal-start	imm	kept
0x50ea7	0x6994e8	code	mov	data	mem	kept
0x50ee3	0x660b9c	code	mov	literal-interior	mem	kept
0x50ee8	0x6a5d5c	code	mov	data	mem	kept
0x50efb	0x660c98	code	push	literal-start	imm	kept
0x50f0a	0x63a60c	code	mov	data	mem	kept
0x50f30	0x6a5d5c	code	mov	data	mem	kept
0x50f35	0x660c8c	code	mov	literal-start	imm	kept
0x50f51	0x660c98	code	push	literal-start	imm	kept
0x50f60	0x63a60c	code	mov	data	mem	kept
0x50fa4	0x660c80	code	mov	literal-start	imm	kept
0x5103b	0x63a608	code	mov	data	imm	kept
0x5104c	0x65f2ec	code	push	literal-start	imm	kept
0x51126	0x628748	code	push	code	imm	kept
0x51142	0x63bb04	code	mov	data	imm	kept
0x51226	0x6287c9	code	push	code	imm	kept
0x5126f	0x63bb04	code	mov	data	imm	kept
0x5127d	0x63bb1c	code	mov	data	imm	kept
0x51304	0x660ca0	code	push	literal-start	imm	kept
0x5135c	0x63a608	code	mov	data	imm	kept
0x5136e	0x65f2f8	code	push	literal-interior	imm	kept
0x513ae	0x660114	code	mov	literal-start	imm	kept
0x513e6	0x660114	code	push	literal-start	imm	kept
0x51428	0x63bb14	code	mov	data	imm	kept
0x51434	0x6456e0	code	mov	data	imm	kept
0x5147f	0x645668	code	mov	data	imm	kept
0x514b1	0x698a08	code	mov	data	mem	kept
0x514bf	0x698a08	code	mov	data	mem	kept
0x5150b	0x65f2f8	code	push	literal-interior	imm	kept
0x51571	0x6456e0	code	mov	data	imm	kept
0x515cb	0x645650	code	mov	data	imm	kept
0x51606	0x6287e8	code	push	code	imm	kept
0x51634	0x6ab1bc	code	mov	data	mem	kept
0x516c8	0x645670	code	mov	data	imm	kept
0x517a6	0x628808	code	push	code	imm	kept
0x517c2	0x63bb04	code	mov	data	imm	kept
0x51826	0x628846	code	push	code	imm	kept
0x5186a	0x63bb04	code	mov	data	imm	kept
0x51878	0x63bb24	code	mov	data	imm	kept
0x51922	0x660ca0	code	push	literal-start	imm	kept
0x5197c	0x63a608	code	mov	data	imm	kept
0x5198e	0x65f2f8	code	push	literal-interior	imm	kept
0x51a36	0x628858	code	push	code	imm	kept
0x51a52	0x63bb04	code	mov	data	imm	kept
0x51ab6	0x6288fb	code	push	code	imm	kept
0x51afb	0x63bb04	code	mov	data	imm	kept
0x51b06	0x63bb2c	code	mov	data	imm	kept
0x51ba9	0x660cc0	code	push	literal-start	imm	kept
0x51be5	0x69ccb0	code	mov	data	mem	kept
0x51bfa	0x6994e8	code	mov	data	mem	kept
0x51c40	0x67dce8	code	mov	data	mem	kept
0x51c9f	0x65f2f8	code	push	literal-interior	imm	kept
0x51cdd	0x660bb0	code	mov	data	imm	kept
0x51cfe	0x660bc0	code	cmp	data	imm	kept
0x51d07	0x660a1c	code	push	data	imm	kept
0x51d0c	0x6973d8	code	push	data	imm	kept
0x51d3e	0x65f2f8	code	push	literal-interior	imm	kept
0x51d43	0x6973d8	code	push	data	imm	kept
0x51d76	0x660bd0	code	cmp	data	imm	kept
0x51d89	0x660a1c	code	push	data	imm	kept
0x51d8e	0x6973d8	code	push	data	imm	kept
0x51dba	0x660cb4	code	push	literal-start	imm	kept
0x51dbf	0x6973d8	code	push	data	imm	kept
0x51e24	0x660190	code	push	literal-start	imm	kept
0x51e89	0x66019c	code	push	literal-start	imm	kept
0x51eea	0x660bd0	code	mov	data	imm	kept
0x51f25	0x660180	code	push	literal-start	imm	kept
0x51f82	0x660a1c	code	push	data	imm	kept
0x51f91	0x63a60c	code	mov	data	mem	kept
0x51ff6	0x660cb0	code	push	data	imm	kept
0x52005	0x63a60c	code	mov	data	mem	kept
0x52069	0x63a608	code	mov	data	imm	kept
0x5207d	0x660cb4	code	push	literal-start	imm	kept
0x520f1	0x660c08	code	cmp	data	imm	kept
0x52176	0x628918	code	push	code	imm	kept
0x52192	0x63bb04	code	mov	data	imm	kept
0x521f6	0x628a01	code	push	code	imm	kept
0x5223f	0x63bb04	code	mov	data	imm	kept
0x5224a	0x63bb34	code	mov	data	imm	kept
0x522ef	0x660d08	code	push	literal-start	imm	kept
0x52329	0x69ccb0	code	mov	data	mem	kept
0x52336	0x6994e8	code	mov	data	mem	kept
0x5237e	0x660164	code	push	literal-start	imm	kept
0x523d2	0x63a608	code	mov	data	imm	kept
0x523e4	0x65f2f8	code	push	literal-interior	imm	kept
0x5241c	0x66cdf0	code	mov	data	mem	kept
0x52428	0x66cdf4	code	mov	data	mem	kept
0x5244a	0x66cdf8	code	mov	data	mem	kept
0x52450	0x66cdfc	code	mov	data	mem	kept
0x5246b	0x66ce00	code	mov	data	mem	kept
0x52471	0x66ce04	code	mov	data	mem	kept
0x52492	0x6a6294	code	mov	data	mem	kept
0x52503	0x660cfc	code	push	literal-start	imm	kept
0x5253c	0x66cdd0	code	mov	data	mem	kept
0x52554	0x66cdd4	code	and	data	mem	kept
0x52561	0x66cdd8	code	mov	data	mem	kept
0x52567	0x66cddc	code	mov	data	mem	kept
0x5257b	0x66cde0	code	mov	data	mem	kept
0x52581	0x66cde4	code	mov	data	mem	kept
0x525b6	0x660cf0	code	push	literal-start	imm	kept
0x5260b	0x660ce0	code	push	literal-interior	imm	kept
0x5264a	0x66ce10	code	mov	data	mem	kept
0x52650	0x66ce14	code	mov	data	mem	kept
0x526ba	0x660cd4	code	push	literal-start	imm	kept
0x52710	0x660cd4	code	push	literal-start	imm	kept
0x52762	0x660cd4	code	push	literal-start	imm	kept
0x527a4	0x660a1c	code	push	data	imm	kept
